,id,len_description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
10,778475,1000,4104827,Casper,100%,99%,"['email', 'phone']",Kop van Zuid - Entrepot,51.9079115,4.500858,Entire home/apt,,1 bath,"[""Waterfront"", ""Coffee maker"", ""Heating"", ""Dishes and silverware"", ""Kitchen"", ""Long term stays allowed""]",$269.00,160
11,878959,1000,4646003,Michel,100%,33%,"['email', 'phone']",Oude Noorden,51.93529,4.47731,Entire home/apt,,1.5 baths,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Private patio or balcony"", ""Mini fridge"", ""Outdoor furniture"", ""Outdoor dining area"", ""Host greets you"", ""Pocket wifi"", ""Cooking basics"", ""Body soap"", ""Essentials"", ""Board games"", ""Extra pillows and blankets"", ""Wifi"", ""Cable TV"", ""Iron"", ""Long term stays allowed"", ""Wine glasses"", ""Smoke alarm"", ""Hangers"", ""Private fenced garden or backyard"", ""Single level home"", ""Hair dryer"", ""Dishes and silverware"", ""Ethernet connection"", ""Hot water kettle"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Central heating"", ""Coffee maker"", ""Keurig coffee machine"", ""TV with standard cable"", ""Dedicated workspace"", ""Room-darkening shades"", ""Clothing storage: wardrobe and closet"", ""Kitchen"", ""Dining table""]",$93.00,16
12,880045,1000,4653985,Eric,93%,93%,"['email', 'phone']",De Esch,51.91351,4.5194,Entire home/apt,,1 bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Patio or balcony"", ""Essentials"", ""Waterfront"", ""Extra pillows and blankets"", ""Wifi"", ""Cable TV"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Indoor fireplace"", ""Hangers"", ""Free street parking"", ""First aid kit"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Kitchen"", ""Washer"", ""Free parking on premises""]",$150.00,119
13,897530,1000,3347702,Alberti Bed & Bike,89%,20%,"['email', 'phone']",Nieuwe Westen,51.92064,4.45212,Private room,,1 private bath,"[""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""TV with standard cable"", ""Dedicated workspace"", ""Heating"", ""Cable TV"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$115.00,12
14,1028453,1000,5659991,Kees,,0%,['phone'],Prinsenland,51.93436,4.57747,Entire home/apt,,2.5 baths,"[""Shampoo"", ""Hot water"", ""Private entrance"", ""Bed linens"", ""Carbon monoxide alarm"", ""Essentials"", ""Waterfront"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Cable TV"", ""Iron"", ""Smoke alarm"", ""Indoor fireplace"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dryer"", ""TV with standard cable"", ""Heating"", ""Bathtub"", ""Kitchen"", ""Washer"", ""Free parking on premises""]",$800.00,0
15,1193092,1000,6520705,Semek,100%,67%,"['email', 'phone']",Middelland,51.918643951416016,4.457880020141602,Private room,,1 shared bath,"[""Refrigerator"", ""Cooking basics"", ""Smoke alarm"", ""Dryer"", ""Microwave"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Shared hot tub"", ""Oven"", ""Long term stays allowed"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Carbon monoxide alarm"", ""Iron"", ""TV with Chromecast, Netflix"", ""Kitchen"", ""Washer""]",$103.00,14
16,1403364,1000,7574324,Esther,100%,100%,['phone'],Stadsdriehoek,51.91489,4.48261,Entire home/apt,,1 bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Bed linens"", ""Microwave"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Oven"", ""Portable fans"", ""Host greets you"", ""Cooking basics"", ""Patio or balcony"", ""Essentials"", ""Waterfront"", ""Extra pillows and blankets"", ""Wifi"", ""Wine glasses"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Mosquito net"", ""Dishes and silverware"", ""Cleaning products"", ""Coffee maker"", ""Fire extinguisher"", ""Heating"", ""Conditioner"", ""Paid parking off premises"", ""Dining table""]",$111.00,458
17,1419544,1000,52802754,Anneloes,,,"['email', 'phone']",Agniesebuurt,51.93037,4.47521,Entire home/apt,,1.5 baths,"[""Hot water"", ""Paid parking on premises"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Freezer"", ""Washer"", ""Baking sheet"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Oven"", ""Portable fans"", ""Host greets you"", ""Cooking basics"", ""Cleaning before checkout"", ""Patio or balcony"", ""High chair"", ""Essentials"", ""Table corner guards"", ""Elevator"", ""Extra pillows and blankets"", ""Cable TV"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Pour-over coffee"", ""Security cameras on property"", ""Hangers"", ""Single level home"", ""Hair dryer"", ""Dishes and silverware"", ""Outlet covers"", ""Dryer"", ""Hot tub"", ""Coffee maker"", ""Stove"", ""TV with standard cable"", ""Heating"", ""Bathtub"", ""Paid parking off premises"", ""Kitchen"", ""Children\u2019s dinnerware""]",$75.00,20
18,1436796,1000,7718807,Hostel Ani & Haakien,45%,38%,"['email', 'phone']",Cs Kwartier,51.92254,4.4646,Shared room,,3 shared baths,"[""Hot water"", ""Paid parking on premises"", ""Refrigerator"", ""Bed linens"", ""Microwave"", ""Paid washer \u2013 In building"", ""Outdoor furniture"", ""Oven"", ""Outdoor dining area"", ""Host greets you"", ""Cooking basics"", ""Essentials"", ""Extra pillows and blankets"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Security cameras on property"", ""Private fenced garden or backyard"", ""First aid kit"", ""Paid dryer \u2013 In unit"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Stove"", ""Heating"", ""Paid parking off premises"", ""Kitchen""]",$39.00,51
19,1439548,806,7718807,Hostel Ani & Haakien,45%,38%,"['email', 'phone']",Cs Kwartier,51.92259,4.46454,Shared room,,1.5 shared baths,"[""Hot water"", ""Paid parking on premises"", ""Refrigerator"", ""Bed linens"", ""Microwave"", ""Paid washer \u2013 In building"", ""Drying rack for clothing"", ""Freezer"", ""Outdoor furniture"", ""Dishwasher"", ""Oven"", ""Paid dryer \u2013 In building"", ""Safe"", ""Portable fans"", ""Outdoor dining area"", ""Host greets you"", ""Cooking basics"", ""High chair"", ""Sound system"", ""Essentials"", ""Extra pillows and blankets"", ""Wifi"", ""Iron"", ""Bikes"", ""Long term stays allowed"", ""Smoke alarm"", ""Security cameras on property"", ""Private fenced garden or backyard"", ""First aid kit"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Toaster"", ""Hot water kettle"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Fire extinguisher"", ""Stove"", ""Dedicated workspace"", ""Heating"", ""Paid parking off premises"", ""Kitchen"", ""Dining table""]",$40.00,157
20,1504950,945,8040675,Det,100%,74%,"['email', 'phone']",Hillegersberg Noord,51.96373,4.48512,Entire home/apt,,1.5 baths,"[""Hot water"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Oven"", ""Portable fans"", ""Cooking basics"", ""Patio or balcony"", ""High chair"", ""Backyard"", ""Essentials"", ""Marie-Stella-Maris conditioner"", ""Shower gel"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Wine glasses"", ""Smoke alarm"", ""Crib"", ""Lockbox"", ""Indoor fireplace"", ""Hangers"", ""Free street parking"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Mosquito net"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""TV"", ""Marie-Stella-Maris shampoo"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib"", ""Marie-Stella-Maris body soap"", ""Coffee maker"", ""Fire extinguisher"", ""Stove"", ""Heating"", ""Bathtub"", ""Kitchen"", ""Dining table"", ""Free parking on premises""]",$130.00,108
21,1612642,759,8584756,Jannie,100%,100%,"['email', 'phone', 'work_email']",Molenlaankwartier,51.97808,4.49678,Entire home/apt,,1 bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Barbecue utensils"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Freezer"", ""Baking sheet"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Oven"", ""Portable fans"", ""Host greets you"", ""Cooking basics"", ""Body soap"", ""Essentials"", ""Board games"", ""Shower gel"", ""Extra pillows and blankets"", ""Cable TV"", ""Wifi"", ""Iron"", ""Bikes"", ""Long term stays allowed"", ""BBQ grill"", ""Wine glasses"", ""Smoke alarm"", ""Lockbox"", ""Hangers"", ""Private fenced garden or backyard"", ""First aid kit"", ""Single level home"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Toaster"", ""Clothing storage"", ""Hot water kettle"", ""Cleaning products"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""TV with standard cable"", ""Dedicated workspace"", ""Room-darkening shades"", ""Heating"", ""Conditioner"", ""Kitchen"", ""Washer"", ""Dining table"", ""Free parking on premises""]",$64.00,285
22,1634923,1000,7574324,Esther,100%,100%,['phone'],Stadsdriehoek,51.91512,4.48423,Entire home/apt,,1 bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Mini fridge"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Oven"", ""Portable fans"", ""Host greets you"", ""Cooking basics"", ""Patio or balcony"", ""Body soap"", ""Essentials"", ""Board games"", ""Waterfront"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Wine glasses"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Dishes and silverware"", ""Clothing storage"", ""Cleaning products"", ""Laundromat nearby"", ""Coffee maker"", ""Fire extinguisher"", ""Heating"", ""Pour-over coffee"", ""Conditioner"", ""Paid parking off premises"", ""Kitchen"", ""Dining table""]",$90.00,180
23,1705269,1000,9001123,Sjoerd,100%,88%,"['email', 'phone']",Nieuwe Westen,51.91873,4.45123,Entire home/apt,,1.5 baths,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Bed linens"", ""Microwave"", ""Drying rack for clothing"", ""Freezer"", ""Washer"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Baby safety gates"", ""Sound system"", ""Essentials"", ""Extra pillows and blankets"", ""Wifi"", ""Iron"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Long term stays allowed"", ""Wine glasses"", ""Smoke alarm"", ""Hangers"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Toaster"", ""Hot water kettle"", ""Cleaning products"", ""Hot tub"", ""Coffee maker"", ""Fire extinguisher"", ""Stove"", ""Room-darkening shades"", ""Heating"", ""Bathtub"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Dining table""]",$71.00,17
24,1822611,1000,3370381,Andrea,100%,100%,"['email', 'phone', 'work_email']",Bergpolder,51.93585,4.46779,Entire home/apt,,1 bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private patio or balcony"", ""Host greets you"", ""Cooking basics"", ""Essentials"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Coffee maker"", ""Dedicated workspace"", ""Heating"", ""Paid parking off premises"", ""Kitchen""]",$75.00,7
25,1839719,1000,9614440,Pieter,100%,100%,"['email', 'phone', 'work_email']",Nieuwe Werk,51.90625,4.4806,Entire home/apt,,3 baths,"[""Hot water"", ""Clothing storage: wardrobe"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Barbecue utensils"", ""Freezer"", ""Dishwasher"", ""Outdoor dining area"", ""Cooking basics"", ""Paid washer \u2013 In unit"", ""Board games"", ""Waterfront"", ""Paid parking garage off premises"", ""Wifi"", ""Cable TV"", ""Long term stays allowed"", ""BBQ grill"", ""Wine glasses"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Paid dryer \u2013 In unit"", ""Single level home"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Toaster"", ""32\"" HDTV with standard cable"", ""Hot water kettle"", ""Barsch stainless steel oven"", ""Cleaning products"", ""Central heating"", ""Coffee maker"", ""Fire extinguisher"", ""Stove"", ""Dedicated workspace"", ""Kitchen"", ""Dining table""]",$465.00,39
26,1860460,1000,4867494,Damir,100%,98%,"['email', 'phone']",Oude Westen,51.91821,4.46668,Entire home/apt,,1 bath,"[""Hot water"", ""Clothing storage: wardrobe"", ""Central air conditioning"", ""Bed linens"", ""Microwave"", ""Barbecue utensils"", ""Several shampoos shampoo"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Freezer"", ""Baking sheet"", ""Outdoor furniture"", ""Dishwasher"", ""Baby monitor"", ""Carbon monoxide alarm"", ""BOSCH refrigerator"", ""Safe"", ""Several body soap, gel and foams for the body. body soap"", ""Portable fans"", ""Pocket wifi"", ""Shared fenced garden or backyard"", ""Game console: PS5 and Xbox One"", ""Cooking basics"", ""Sonos, LG, HomePod mini's sound system with Bluetooth and aux"", ""Cleaning before checkout"", ""Essentials"", ""Board games"", ""Ceiling fan"", ""Nespresso machine"", ""Shower gel"", ""Paid parking garage off premises"", ""Extra pillows and blankets"", ""Hair conditioner conditioner"", ""Cable TV"", ""Iron"", ""Rice maker"", ""Long term stays allowed"", ""Wine glasses"", ""Smoke alarm"", ""Crib"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Babysitter recommendations"", ""First aid kit"", ""Single level home"", ""Hair dryer"", ""Stainless steel gas stove"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Toaster"", ""Ethernet connection"", ""Hot water kettle"", ""65\"" HDTV with Amazon Prime Video, Apple TV, Chromecast, HBO Max, Netflix, premium cable, standard cable"", ""EV charger"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Window guards"", ""Central heating"", ""Stainless steel oven"", ""Coffee maker"", ""Fire extinguisher"", ""Fast wifi \u2013 559 Mbps"", ""Room-darkening shades"", ""Dedicated workspace"", ""Smart lock"", ""Kitchen"", ""Dining table""]",$150.00,330
27,1951271,1000,10090607,ROOM (Hostel),96%,60%,"['email', 'phone']",Nieuwe Werk,51.90944,4.47865,Shared room,,4.5 shared baths,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Bed linens"", ""Microwave"", ""Oven"", ""Host greets you"", ""Cooking basics"", ""Wifi"", ""Cable TV"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Hair dryer"", ""Dishes and silverware"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Kitchen"", ""Washer""]",$30.00,167
28,2097520,1000,10698794,Fabiana & Rocco,86%,38%,"['email', 'phone', 'work_email']",Nieuwe Westen,51.9182,4.45194,Entire home/apt,,1 bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Host greets you"", ""Cooking basics"", ""Essentials"", ""Wifi"", ""Cable TV"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dishes and silverware"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Fire extinguisher"", ""TV with standard cable"", ""Heating"", ""Paid parking off premises"", ""Kitchen"", ""Washer""]",$65.00,201
29,2139037,706,10903827,Avaline,100%,50%,"['email', 'phone']",Vondelingenplaat,51.91476,4.36455,Private room,,1 shared bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private entrance"", ""Microwave"", ""Dishwasher"", ""Oven"", ""Host greets you"", ""Cooking basics"", ""Essentials"", ""Wifi"", ""Cable TV"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Free street parking"", ""Hangers"", ""Hair dryer"", ""Dishes and silverware"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Breakfast"", ""Kitchen"", ""Washer"", ""Free parking on premises""]",$29.00,72
30,2169229,706,10903827,Avaline,100%,50%,"['email', 'phone']",Vondelingenplaat,51.91534,4.36415,Private room,,1 shared bath,"[""Shampoo"", ""Refrigerator"", ""Microwave"", ""Oven"", ""Cooking basics"", ""Backyard"", ""Essentials"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Free street parking"", ""Hangers"", ""Hair dryer"", ""Dishes and silverware"", ""TV"", ""Wifi \u2013 36 Mbps"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Breakfast"", ""Heating"", ""Kitchen"", ""Washer""]",$25.00,136
31,2317332,1000,11834678,Maarten,100%,94%,"['email', 'phone']",Spangen,51.91796,4.44328,Entire home/apt,,1.5 baths,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Freezer"", ""Baking sheet"", ""Outdoor furniture"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Shared fenced garden or backyard"", ""Portable fans"", ""Outdoor dining area"", ""Cooking basics"", ""Paid washer \u2013 In unit"", ""Body soap"", ""Essentials"", ""Board games"", ""Ceiling fan"", ""Waterfront"", ""Elevator"", ""Shower gel"", ""Paid parking garage off premises"", ""Extra pillows and blankets"", ""Cable TV"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Wine glasses"", ""Smoke alarm"", ""Pour-over coffee"", ""Security cameras on property"", ""Building staff"", ""Hangers"", ""43\"" HDTV with standard cable"", ""Paid dryer \u2013 In unit"", ""First aid kit"", ""Hair dryer"", ""Single level home"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Toaster"", ""Ethernet connection"", ""Hot water kettle"", ""Clothing storage: closet"", ""Cleaning products"", ""Laundromat nearby"", ""Central heating"", ""Stainless steel oven"", ""Coffee maker"", ""Fire extinguisher"", ""Stove"", ""Dedicated workspace"", ""Bathtub"", ""Kitchen"", ""Dining table""]",$82.00,360
32,2417980,1000,12357210,Yvonne,100%,90%,"['email', 'phone']",Overschie,51.93734,4.41808,Private room,,1 shared bath,"[""Shampoo"", ""Hot water"", ""Refrigerator"", ""Private entrance"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Backyard"", ""Essentials"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Cable TV"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Free street parking"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""TV with standard cable"", ""Breakfast"", ""Heating"", ""Kitchen"", ""Free parking on premises""]",$65.00,182
33,2523676,975,12921610,Janny,100%,100%,"['email', 'phone']",Hillegersberg Noord,51.94625,4.49093,Entire home/apt,,1 bath,"[""Shampoo"", ""Hot water"", ""Lake access"", ""Refrigerator"", ""Bed linens"", ""Microwave"", ""Private patio or balcony"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Oven"", ""Host greets you"", ""Cooking basics"", ""High chair"", ""Backyard"", ""Essentials"", ""Extra pillows and blankets"", ""Wifi"", ""Cable TV"", ""Iron"", ""Baby bath"", ""Long term stays allowed"", ""BBQ grill"", ""Smoke alarm"", ""Crib"", ""Free street parking"", ""Hangers"", ""First aid kit"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""TV with standard cable"", ""Dedicated workspace"", ""Heating"", ""Stove"", ""Kitchen"", ""Washer"", ""Free parking on premises""]",$100.00,87
34,2692286,844,13768594,Eliza,100%,62%,"['email', 'phone']",Nesselande,51.97034,4.58319,Private room,,1 shared bath,"[""Hot water"", ""Refrigerator"", ""Cooking basics"", ""Bed linens"", ""Smoke alarm"", ""Microwave"", ""Free street parking"", ""Hangers"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Iron"", ""Long term stays allowed"", ""Free parking on premises""]",$55.00,60
